,MHdays,Discrim2,Insecurity2,EthRace5_2022,BIPOCAI,Gender3,Gender2,TransGender
2316,3,0,6,5,white,2,MaleFemale,0
2317,10,,7,5,white,2,MaleFemale,0
2318,10,,6,4,BIPOC/AI,2,MaleFemale,0
2319,2,0,4,5,white,2,MaleFemale,0
2320,1,0,6,5,white,2,MaleFemale,0
2321,3,0,5,5,white,2,MaleFemale,0
2322,4,,6,3,BIPOC/AI,1,MaleFemale,0
2323,15,,14,5,white,2,MaleFemale,0
2324,20,,13,4,BIPOC/AI,1,MaleFemale,0
2325,2,0,6,5,white,1,MaleFemale,0
2326,5,0,5,5,white,2,MaleFemale,0
2327,15,0,3,5,white,1,MaleFemale,0
2328,20,0,11,,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
2329,10,0,7,5,white,2,MaleFemale,0
2330,5,0,10,5,white,2,MaleFemale,0
2331,1,0,8,5,white,2,MaleFemale,0
2332,1,,0,5,white,2,MaleFemale,0
2333,30,,7,5,white,2,MaleFemale,0
2334,2,1,8,1,BIPOC/AI,1,MaleFemale,0
2335,10,0,8,4,BIPOC/AI,2,MaleFemale,0
2336,1,1,4,4,BIPOC/AI,1,MaleFemale,0
2337,4,0,6,5,white,2,MaleFemale,0
2338,15,0,9,5,white,2,MaleFemale,0
2339,4,,5,5,white,2,MaleFemale,0
2340,1,,11,3,BIPOC/AI,2,MaleFemale,0
2341,4,,12,4,BIPOC/AI,2,MaleFemale,0
2342,20,,13,5,white,2,MaleFemale,0
2343,3,,7,,BIPOC/AI,1,MaleFemale,0
2344,3,0,3,5,white,1,MaleFemale,0
2345,5,1,6,5,white,2,MaleFemale,0
2346,1,0,4,5,white,1,MaleFemale,0
2347,5,,5,4,BIPOC/AI,2,MaleFemale,0
2348,15,,13,4,BIPOC/AI,2,MaleFemale,0
2349,10,,9,5,white,2,MaleFemale,0
2350,10,,,5,white,2,MaleFemale,0
2351,1,,11,4,BIPOC/AI,2,MaleFemale,0
2352,15,0,7,2,BIPOC/AI,3,AgenderNonbinaryGenderQueer,1
2353,1,,6,4,BIPOC/AI,2,MaleFemale,0
2354,4,,3,5,white,2,MaleFemale,0
2356,5,0,3,5,white,2,MaleFemale,0
2357,3,,3,3,BIPOC/AI,1,MaleFemale,0
2358,4,,4,4,BIPOC/AI,2,MaleFemale,0
2359,6,,7,5,white,1,MaleFemale,0
2360,30,0,10,,BIPOC/AI,1,MaleFemale,0
2361,6,0,4,5,white,2,MaleFemale,0
2362,7,0,11,5,white,1,MaleFemale,0
2363,4,,10,,BIPOC/AI,2,MaleFemale,0
2364,1,0,4,5,white,1,MaleFemale,0
2365,2,,4,5,white,2,MaleFemale,0
2366,1,0,6,5,white,2,MaleFemale,0
2367,10,1,16,5,white,1,MaleFemale,0
2368,15,,15,5,white,2,MaleFemale,0
2369,30,0,5,5,white,2,MaleFemale,0
2370,15,,12,5,white,2,MaleFemale,0
2371,2,0,6,5,white,2,MaleFemale,0
2372,5,,2,3,BIPOC/AI,1,MaleFemale,0
2373,10,0,1,5,white,2,MaleFemale,0
2374,5,0,7,5,white,2,MaleFemale,0
2375,30,,7,4,BIPOC/AI,1,MaleFemale,0
2376,20,,3,5,white,2,MaleFemale,0
2377,10,0,3,5,white,2,MaleFemale,0
2378,15,0,3,5,white,3,AgenderNonbinaryGenderQueer,1
2379,2,0,4,5,white,2,MaleFemale,0
2380,23,,10,5,white,2,MaleFemale,0
2381,2,1,8,5,white,2,MaleFemale,0
2382,20,0,3,5,white,1,MaleFemale,0
2383,3,0,4,,BIPOC/AI,1,MaleFemale,0
2384,5,,5,5,white,2,MaleFemale,0
2385,5,0,7,2,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
2386,15,,2,5,white,2,MaleFemale,0
2387,2,0,5,5,white,2,MaleFemale,0
2388,30,1,10,5,white,3,AgenderNonbinaryGenderQueer,1
2389,29,0,1,5,white,2,MaleFemale,0
2390,2,0,2,5,white,2,MaleFemale,0
2391,10,,2,5,white,2,MaleFemale,0
2392,1,0,5,5,white,2,MaleFemale,0
2393,4,0,13,5,white,1,MaleFemale,0
2394,15,0,6,5,white,2,MaleFemale,0
2395,30,0,2,5,white,2,MaleFemale,0
2396,23,,8,5,white,1,MaleFemale,0
2397,2,0,2,5,white,2,MaleFemale,0
2398,28,,15,5,white,2,MaleFemale,0
2399,30,,9,5,white,1,MaleFemale,0
2400,10,1,4,5,white,3,AgenderNonbinaryGenderQueer,0
2401,3,0,2,5,white,2,MaleFemale,0
2402,8,0,,5,white,1,MaleFemale,0
2403,30,,17,5,white,2,MaleFemale,0
2404,2,0,1,5,white,2,MaleFemale,0
2405,2,,3,5,white,2,MaleFemale,0
2406,4,,1,5,white,2,MaleFemale,0
2408,30,1,20,4,BIPOC/AI,2,MaleFemale,0
2409,3,,4,5,white,2,MaleFemale,0
2410,1,0,1,5,white,1,MaleFemale,0
2411,7,0,0,5,white,1,MaleFemale,0
2412,10,0,4,5,white,2,MaleFemale,0
2413,3,0,4,5,white,2,MaleFemale,0
2414,4,0,2,5,white,,MaleFemale,0
2415,4,,10,5,white,2,MaleFemale,0
2416,7,0,2,5,white,2,MaleFemale,0
2417,6,0,4,5,white,1,MaleFemale,0
2418,6,0,4,5,white,1,MaleFemale,0
2419,25,,9,5,white,1,MaleFemale,0
2420,3,0,7,5,white,2,MaleFemale,0
2421,3,0,3,1,BIPOC/AI,2,MaleFemale,0
2422,1,,6,5,white,2,MaleFemale,0
2423,5,0,4,5,white,1,MaleFemale,0
2424,7,,5,5,white,2,MaleFemale,0
2425,5,,3,5,white,2,MaleFemale,0
2426,7,0,7,5,white,2,MaleFemale,0
2427,3,0,3,5,white,2,MaleFemale,0
2428,20,0,8,1,BIPOC/AI,2,MaleFemale,0
2429,10,1,3,5,white,2,MaleFemale,0
2430,5,0,5,5,white,1,MaleFemale,0
2431,10,,4,5,white,1,MaleFemale,0
2432,15,,3,5,white,1,MaleFemale,0
2433,5,,2,5,white,1,MaleFemale,0
2434,18,1,21,5,white,2,MaleFemale,0
2435,8,0,2,5,white,2,MaleFemale,0
2436,2,0,5,5,white,2,MaleFemale,0
2437,15,0,5,5,white,1,MaleFemale,0
2438,10,,5,5,white,2,MaleFemale,0
2440,1.5,,3,5,white,2,MaleFemale,0
2441,10,0,9,5,white,2,MaleFemale,0
2442,12,0,7,5,white,1,MaleFemale,0
2443,2,0,3,3,BIPOC/AI,2,MaleFemale,0
2444,30,,4,5,white,2,MaleFemale,0
2445,10,0,3,5,white,2,MaleFemale,0
2446,15,0,2,5,white,2,MaleFemale,0
2447,10,0,13,,BIPOC/AI,2,MaleFemale,0
2448,20,0,2,5,white,2,MaleFemale,0
2449,16,0,8,4,BIPOC/AI,2,MaleFemale,0
2450,4,0,3,5,white,2,MaleFemale,0
2451,5,0,6,5,white,1,MaleFemale,0
2452,4,0,9,5,white,1,MaleFemale,0
2453,28,0,12,5,white,2,MaleFemale,0
2454,1,0,2,5,white,1,MaleFemale,0
2455,2,0,5,5,white,2,MaleFemale,0
2456,5,0,7,3,BIPOC/AI,1,MaleFemale,0
2457,15,,13,4,BIPOC/AI,2,MaleFemale,0
2458,5,0,3,3,BIPOC/AI,2,MaleFemale,0
2459,10,0,6,5,white,1,MaleFemale,0
2460,20,0,0,5,white,1,MaleFemale,0
2461,15,,3,5,white,1,MaleFemale,0
2462,3,0,5,5,white,2,MaleFemale,0
2463,5,,4,5,white,2,MaleFemale,0
2464,3,0,6,5,white,2,MaleFemale,0
2465,3,0,8,4,BIPOC/AI,2,MaleFemale,0
2466,10,0,8,5,white,2,MaleFemale,0
2467,30,,2,5,white,1,MaleFemale,0
2468,3,0,4,5,white,1,MaleFemale,0
2469,20,0,2,5,white,1,MaleFemale,0
2471,3,0,3,5,white,1,MaleFemale,0
2472,30,,4,5,white,2,MaleFemale,0
2473,5,0,3,5,white,1,MaleFemale,0
2474,3,,1,5,white,2,MaleFemale,0
2476,15,,6,5,white,2,MaleFemale,0
2477,2,,3,5,white,2,MaleFemale,0
2478,2,,4,5,white,2,MaleFemale,0
2479,7,0,3,5,white,2,MaleFemale,0
2480,4,,2,5,white,1,MaleFemale,0
2481,5,0,6,5,white,2,MaleFemale,0
2482,2,0,5,4,BIPOC/AI,2,MaleFemale,0
2483,15,0,6,,BIPOC/AI,3,AgenderNonbinaryGenderQueer,1
2484,10,,7,5,white,1,MaleFemale,0
2485,11,1,15,4,BIPOC/AI,2,MaleFemale,0
2486,20,0,4,5,white,1,MaleFemale,1
2487,20,0,4,5,white,2,MaleFemale,0
2488,2,0,13,,BIPOC/AI,2,MaleFemale,0
2489,4,0,1,5,white,2,MaleFemale,0
2490,15,0,4,5,white,2,MaleFemale,0
2491,5,,7,5,white,2,MaleFemale,0
2492,15,0,4,5,white,2,MaleFemale,0
2493,2,0,7,5,white,2,MaleFemale,0
2494,3,,3,5,white,1,MaleFemale,0
2495,8,0,11,5,white,2,MaleFemale,0
2496,10,0,3,5,white,1,MaleFemale,0
2497,5,0,4,5,white,2,MaleFemale,0
2498,28,0,6,2,BIPOC/AI,2,MaleFemale,0
2499,15,0,4,5,white,3,AgenderNonbinaryGenderQueer,0
2500,7,,6,2,BIPOC/AI,1,MaleFemale,0
2501,5,0,3,5,white,1,MaleFemale,0
2502,2,0,1,5,white,2,MaleFemale,0
2503,30,,9,5,white,2,MaleFemale,0
2504,10,0,3,5,white,2,MaleFemale,0
2505,5.5,0,4,5,white,1,MaleFemale,0
2506,15,,,5,white,2,MaleFemale,0
2507,10,,0,5,white,1,MaleFemale,1
2508,25,0,10,5,white,1,MaleFemale,0
2509,4,,2,5,white,2,MaleFemale,0
2510,30,,5,5,white,2,MaleFemale,0
2511,28,0,16,,BIPOC/AI,2,MaleFemale,0
2512,25,,7,5,white,2,MaleFemale,0
2513,25,0,,5,white,3,AgenderNonbinaryGenderQueer,1
2514,10,0,5,5,white,2,MaleFemale,0
2515,2,0,1,5,white,1,MaleFemale,0
2516,2,0,4,2,BIPOC/AI,1,MaleFemale,0
2517,10,,4,5,white,2,MaleFemale,0
2518,10,1,8,5,white,2,MaleFemale,0
2519,4,,8,4,BIPOC/AI,2,MaleFemale,0
2520,4,,7,5,white,2,MaleFemale,0
2521,10,1,1,5,white,1,MaleFemale,0
2522,1,,3,4,BIPOC/AI,1,MaleFemale,0
2523,10,0,2,5,white,1,MaleFemale,0
2524,2,1,4,5,white,2,MaleFemale,0
2525,5,,10,5,white,2,MaleFemale,0
2526,5,0,4,3,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
2527,30,0,7,5,white,1,MaleFemale,0
2528,5,,2,5,white,2,MaleFemale,0
2529,15,1,6,2,BIPOC/AI,3,AgenderNonbinaryGenderQueer,0
2530,7,,5,5,white,2,MaleFemale,0
2531,5,0,2,2,BIPOC/AI,1,MaleFemale,0
2532,10,,8,4,BIPOC/AI,1,MaleFemale,0
2533,3,0,2,5,white,2,MaleFemale,0
2534,2,,4,2,BIPOC/AI,2,MaleFemale,0
2535,4,0,4,5,white,2,MaleFemale,0
2536,20,,7,5,white,2,MaleFemale,0
2537,10,,3,5,white,1,MaleFemale,0
2538,10,,3,5,white,3,AgenderNonbinaryGenderQueer,0
2539,2,,1,5,white,3,AgenderNonbinaryGenderQueer,1
2540,30,0,10,5,white,3,AgenderNonbinaryGenderQueer,1
2541,15,0,3,5,white,1,MaleFemale,0
2542,1,,4,5,white,2,MaleFemale,0
2543,15,,3,5,white,1,MaleFemale,0
2544,2,,1,5,white,2,MaleFemale,0
2545,22,0,7,5,white,2,MaleFemale,0
2546,10,,4,4,BIPOC/AI,1,MaleFemale,0
2547,10,0,2,5,white,2,MaleFemale,0
2548,3,,,3,BIPOC/AI,1,MaleFemale,0
2549,2,1,5,5,white,2,MaleFemale,0
2550,3,0,4,5,white,2,MaleFemale,0
2551,2,,,5,white,2,MaleFemale,0
2552,1,,4,5,white,2,MaleFemale,0
2553,5,0,1,3,BIPOC/AI,2,MaleFemale,0
2554,10,,7,5,white,2,MaleFemale,0
2555,20,,8,1,BIPOC/AI,2,MaleFemale,0
2556,20,0,2,5,white,2,MaleFemale,0
2557,30,0,9,5,white,1,MaleFemale,0
2558,12,1,2,5,white,2,MaleFemale,0
2559,7,,3,5,white,2,MaleFemale,0
2560,5,1,5,5,white,2,MaleFemale,0
2561,8,,3,5,white,2,MaleFemale,0
2562,3,,3,4,BIPOC/AI,2,MaleFemale,0
2563,10,0,2,5,white,2,MaleFemale,0
2564,4,,6,5,white,2,MaleFemale,0
2565,20,,4,5,white,1,MaleFemale,0
2566,3,,1,5,white,1,MaleFemale,0
2567,25,,21,5,white,2,MaleFemale,0
2568,2,,3,5,white,1,MaleFemale,0
2569,30,,13,5,white,1,MaleFemale,0
2570,15,0,9,2,BIPOC/AI,2,MaleFemale,0
2571,3,,5,2,BIPOC/AI,1,MaleFemale,0
2572,5,,2,5,white,1,MaleFemale,0
2573,10,,3,5,white,2,MaleFemale,0
2574,15,0,2,,BIPOC/AI,2,MaleFemale,0
2575,2,0,5,5,white,2,MaleFemale,0
2576,18,,5,5,white,2,MaleFemale,0
2577,30,,16,4,BIPOC/AI,1,MaleFemale,0
2578,10,0,3,5,white,2,MaleFemale,0
2579,1,0,1,5,white,2,MaleFemale,0
2580,3,,1,5,white,2,MaleFemale,0
2581,2,0,4,5,white,1,MaleFemale,0
2582,1,0,5,5,white,2,MaleFemale,0
2583,20,0,4,5,white,1,MaleFemale,0
2584,5,0,3,5,white,2,MaleFemale,0
2585,15,0,6,5,white,2,MaleFemale,0
2586,3,0,3,5,white,2,MaleFemale,0
2587,3,0,2,5,white,2,MaleFemale,0
2588,2,0,4,5,white,2,MaleFemale,0
2589,5,,2,5,white,2,MaleFemale,0
2590,28,1,21,1,BIPOC/AI,2,MaleFemale,0
2591,3,0,3,5,white,2,MaleFemale,0
2592,20,,6,5,white,3,AgenderNonbinaryGenderQueer,0
2593,10,0,7,2,BIPOC/AI,2,MaleFemale,0
2594,16,0,3,5,white,2,MaleFemale,0
2595,15,,4,4,BIPOC/AI,2,MaleFemale,0
2596,5,0,2,5,white,2,MaleFemale,0
2597,5,0,5,,BIPOC/AI,2,MaleFemale,0
2598,2,0,2,5,white,2,MaleFemale,0
2599,4,0,3,5,white,2,MaleFemale,0
2600,3,,2,5,white,2,MaleFemale,0
2601,2,,0,5,white,1,MaleFemale,0
2602,3,,5,4,BIPOC/AI,2,MaleFemale,0
2603,5,,5,1,BIPOC/AI,2,MaleFemale,0
2604,1,0,4,5,white,1,MaleFemale,0
2605,3,0,8,5,white,2,MaleFemale,0
2606,30,,13,3,BIPOC/AI,2,MaleFemale,0
2607,5,0,2,5,white,2,MaleFemale,0
2608,15,,11,5,white,2,MaleFemale,0
2609,3,0,3,2,BIPOC/AI,2,MaleFemale,0
2610,28,,6,5,white,1,MaleFemale,0
2611,6,0,2,5,white,2,MaleFemale,0
2612,30,0,12,5,white,2,MaleFemale,0
2613,2,0,2,5,white,2,MaleFemale,0
2614,4,0,4,5,white,2,MaleFemale,0
2615,4,0,1,5,white,2,MaleFemale,0
2616,25,,4,5,white,1,MaleFemale,0
2617,3,0,2,5,white,1,MaleFemale,0
2618,6,0,11,5,white,2,MaleFemale,0
2619,27,,6,5,white,2,MaleFemale,0
2620,3,0,0,2,BIPOC/AI,2,MaleFemale,0
2621,3,0,8,4,BIPOC/AI,2,MaleFemale,0
2622,2,0,1,5,white,1,MaleFemale,0
2623,2,,12,5,white,2,MaleFemale,0
2624,6,,3,5,white,2,MaleFemale,0
2625,5,,11,1,BIPOC/AI,2,MaleFemale,0
2626,10,,4,5,white,1,MaleFemale,0
2627,8,0,2,5,white,2,MaleFemale,0
2628,7,0,8,5,white,2,MaleFemale,0
2629,15,,5,5,white,2,MaleFemale,0
2630,2,0,2,5,white,1,MaleFemale,0
2631,10,0,3,3,BIPOC/AI,2,MaleFemale,0
2632,12,,5,5,white,3,AgenderNonbinaryGenderQueer,1
2633,2,0,10,5,white,2,MaleFemale,0
2634,20,0,3,5,white,,MaleFemale,0
2635,2,,1,5,white,2,MaleFemale,0
2636,15,1,6,,BIPOC/AI,2,MaleFemale,0
2637,5,0,2,5,white,2,MaleFemale,0
2638,3,0,5,,BIPOC/AI,1,MaleFemale,0
2639,10,0,0,5,white,2,MaleFemale,0
2640,20,0,6,2,BIPOC/AI,2,MaleFemale,0
2641,6,0,5,5,white,1,MaleFemale,0
2642,5,0,6,5,white,1,MaleFemale,0
2643,4,,6,5,white,2,MaleFemale,0
2644,28,,6,4,BIPOC/AI,1,MaleFemale,0
2645,7,0,7,3,BIPOC/AI,2,MaleFemale,0
2646,4,0,4,5,white,2,MaleFemale,0
2647,20,1,10,5,white,2,MaleFemale,0
2648,7,,1,5,white,2,MaleFemale,0
2649,7,0,4,5,white,2,MaleFemale,0
2650,20,,4,,BIPOC/AI,1,MaleFemale,0
2651,10,1,2,5,white,2,MaleFemale,0
2652,20,,2,5,white,1,MaleFemale,0
2653,3,0,3,5,white,2,MaleFemale,0
2654,2,,2,5,white,2,MaleFemale,0
2655,5,,2,5,white,2,MaleFemale,0
2656,5,0,5,5,white,2,MaleFemale,0
2657,15,0,13,5,white,2,MaleFemale,0
2658,2,0,6,5,white,2,MaleFemale,0
2659,3,0,4,5,white,1,MaleFemale,0
2660,1,0,1,5,white,1,MaleFemale,0
2661,7,0,3,5,white,1,MaleFemale,0
2663,7,0,2,5,white,2,MaleFemale,0
2664,15,,5,5,white,2,MaleFemale,0
2665,10,,10,5,white,1,MaleFemale,0
2666,3,0,4,5,white,2,MaleFemale,0
2668,20,0,4,5,white,1,MaleFemale,0
2669,7,0,5,5,white,2,MaleFemale,0
2670,15,0,5,5,white,2,MaleFemale,0
2671,5,,2,5,white,1,MaleFemale,0
2672,2,,1,4,BIPOC/AI,2,MaleFemale,0
2673,5,,8,5,white,1,MaleFemale,0
2674,15,0,1,5,white,2,MaleFemale,0
2675,5,0,0,2,BIPOC/AI,2,MaleFemale,0
2676,15,,5,5,white,2,MaleFemale,0
2677,10,,3,5,white,1,MaleFemale,0
2678,1,,6,5,white,2,MaleFemale,0
2679,10,,7,5,white,2,MaleFemale,0
2680,1,0,3,5,white,2,MaleFemale,0
2681,4,0,3,5,white,1,MaleFemale,0
2682,30,0,3,5,white,1,MaleFemale,0
2683,3,,8,5,white,2,MaleFemale,0
2684,3,,1,5,white,1,MaleFemale,0
2685,10,,5,5,white,2,MaleFemale,0
2686,10,,2,5,white,1,MaleFemale,0
2687,1,,4,5,white,2,MaleFemale,0
2688,4,,6,5,white,2,MaleFemale,0
2689,3,0,5,,BIPOC/AI,1,MaleFemale,0
2690,4,,3,5,white,1,MaleFemale,0
2691,20,1,17,,BIPOC/AI,2,MaleFemale,0
2692,2,0,1,5,white,2,MaleFemale,0
2693,30,0,8,5,white,1,MaleFemale,0
2694,25,,6,5,white,2,MaleFemale,0
2695,3,0,1,5,white,1,MaleFemale,0
2696,15,,3,5,white,1,MaleFemale,0
2697,2,0,2,5,white,2,MaleFemale,0
2698,5,,2,5,white,2,MaleFemale,0
2699,5,0,2,5,white,2,MaleFemale,0
2700,5,0,2,5,white,1,MaleFemale,0
2701,10,0,3,5,white,1,MaleFemale,0
2702,20,1,6,5,white,2,MaleFemale,0
2703,3,0,3,5,white,2,MaleFemale,0
2704,10,,2,5,white,1,MaleFemale,0
2705,10,,4,5,white,2,MaleFemale,0
2706,3,,4,5,white,2,MaleFemale,0
2707,4,0,2,5,white,3,AgenderNonbinaryGenderQueer,0
2708,1,0,2,5,white,1,MaleFemale,0
2709,1,,8,4,BIPOC/AI,1,MaleFemale,0
2710,20,0,4,5,white,3,AgenderNonbinaryGenderQueer,1
2711,2,,3,5,white,1,MaleFemale,0
2712,3,,4,5,white,2,MaleFemale,0
2713,1,0,3,5,white,2,MaleFemale,0
2714,6,0,6,5,white,2,MaleFemale,0
2715,10,0,4,5,white,2,MaleFemale,0
2716,2,,0,5,white,2,MaleFemale,0
2717,20,0,4,5,white,1,MaleFemale,0
2718,30,0,4,5,white,2,MaleFemale,0
2719,9,0,3,5,white,1,MaleFemale,0
2720,20,0,3,5,white,2,MaleFemale,0
2721,30,0,4,5,white,2,MaleFemale,0
2722,10,,5,5,white,2,MaleFemale,0
2723,10,0,3,5,white,1,MaleFemale,0
2724,3,0,4,5,white,2,MaleFemale,0
2725,25,,2,5,white,2,MaleFemale,0
2726,30,1,16,2,BIPOC/AI,2,MaleFemale,0
2727,3,0,2,5,white,2,MaleFemale,0
2728,30,,2,5,white,2,MaleFemale,0
2729,7,0,1,5,white,1,MaleFemale,0
2730,2,,2,5,white,2,MaleFemale,0
2731,3,,15,4,BIPOC/AI,2,MaleFemale,0
2732,5,0,6,3,BIPOC/AI,1,MaleFemale,0
2733,26,0,4,5,white,1,MaleFemale,0
2734,20,1,23,5,white,2,MaleFemale,0
2735,3,0,1,5,white,1,MaleFemale,0
2736,20,,,4,BIPOC/AI,2,MaleFemale,0
2737,2,,2,5,white,2,MaleFemale,0
2738,30,,10,4,BIPOC/AI,1,MaleFemale,0
2739,15,0,5,5,white,2,MaleFemale,0
2740,20,,4,2,BIPOC/AI,1,MaleFemale,0
2741,20,0,5,5,white,2,MaleFemale,0
2742,30,,10,4,BIPOC/AI,2,MaleFemale,0
2744,20,0,7,5,white,2,MaleFemale,0
2745,3,0,1,2,BIPOC/AI,2,MaleFemale,0
2746,1,0,1,2,BIPOC/AI,2,MaleFemale,0
2747,7,,3,4,BIPOC/AI,2,MaleFemale,0
2748,1,0,6,5,white,2,MaleFemale,0
2749,5,0,6,5,white,2,MaleFemale,0
2750,5,,1,5,white,3,AgenderNonbinaryGenderQueer,1
2751,7,,3,4,BIPOC/AI,1,MaleFemale,0
2752,5,0,2,5,white,1,MaleFemale,0
2753,30,0,16,5,white,2,MaleFemale,0
2754,2,,2,5,white,2,MaleFemale,0
2755,4,0,5,5,white,1,MaleFemale,0
2756,2,0,5,5,white,2,MaleFemale,0
2757,3,0,1,5,white,2,MaleFemale,0
2758,7,0,5,5,white,2,MaleFemale,0
2759,5,,2,5,white,2,MaleFemale,0
2760,1,,,5,white,1,MaleFemale,0
2761,10,1,12,5,white,2,MaleFemale,0
2762,14,0,1,4,BIPOC/AI,1,MaleFemale,0
2763,4,0,5,5,white,2,MaleFemale,0
2764,5,0,4,,BIPOC/AI,2,MaleFemale,0
2765,1,0,2,5,white,2,MaleFemale,0
2766,12,,3,5,white,2,MaleFemale,0
2767,30,,,5,white,2,MaleFemale,0
2768,7,1,2,5,white,2,MaleFemale,0
2769,5,,2,5,white,2,MaleFemale,0
2770,3,,1,5,white,2,MaleFemale,0
2771,15,0,2,5,white,1,MaleFemale,0
2772,4,0,0,5,white,2,MaleFemale,0
2773,8,0,3,5,white,2,MaleFemale,0
2774,5,0,4,5,white,1,MaleFemale,0
2775,5,0,3,5,white,2,MaleFemale,0
2776,3,,4,5,white,2,MaleFemale,0
2777,4,0,5,3,BIPOC/AI,2,MaleFemale,0
2778,30,0,2,5,white,2,MaleFemale,0
2779,10,0,7,5,white,2,MaleFemale,0
2780,15,0,3,5,white,2,MaleFemale,0
2781,5,0,3,5,white,2,MaleFemale,0
2782,5,0,2,5,white,2,MaleFemale,0
2783,30,,11,5,white,2,MaleFemale,0
2784,20,1,21,5,white,1,MaleFemale,0
2785,4,0,4,5,white,2,MaleFemale,0
2786,4,0,0,5,white,2,MaleFemale,0
2787,1,,6,5,white,2,MaleFemale,0
2788,7,0,2,5,white,2,MaleFemale,0
2790,25,0,5,5,white,2,MaleFemale,0
2791,5,0,5,5,white,3,AgenderNonbinaryGenderQueer,0
2792,4,,1,5,white,1,MaleFemale,0
2793,1,0,0,5,white,1,MaleFemale,0
2794,10,,2,5,white,2,MaleFemale,0
2795,8,,5,5,white,1,MaleFemale,0
2796,5,1,4,5,white,1,MaleFemale,0
2797,20,,9,5,white,2,MaleFemale,0
2798,1,0,0,5,white,2,MaleFemale,0
2799,15,0,0,5,white,2,MaleFemale,0
2800,10,0,3,5,white,2,MaleFemale,0
2801,14,,1,5,white,2,MaleFemale,0
2802,1,0,4,5,white,2,MaleFemale,0
2803,6,0,3,5,white,2,MaleFemale,0
2804,4,1,9,5,white,2,MaleFemale,0
2805,2,1,3,5,white,2,MaleFemale,0
2806,2,0,0,5,white,2,MaleFemale,0
2807,2,,8,3,BIPOC/AI,2,MaleFemale,0
2808,10,0,2,5,white,2,MaleFemale,0
2809,1,,1,5,white,1,MaleFemale,0
2810,2,0,11,3,BIPOC/AI,2,MaleFemale,0
2811,15,0,7,5,white,2,MaleFemale,0
2812,1,,2,,BIPOC/AI,1,MaleFemale,0
2813,3,0,1,5,white,2,MaleFemale,0
2814,2,0,3,1,BIPOC/AI,2,MaleFemale,0
2815,6,,3,5,white,2,MaleFemale,0
2816,3,0,0,5,white,1,MaleFemale,0
2817,10,,11,5,white,2,MaleFemale,0
2818,3,0,1,5,white,2,MaleFemale,0
2819,10,0,1,5,white,2,MaleFemale,0
2820,25,,3,5,white,1,MaleFemale,0
2821,4,0,3,5,white,2,MaleFemale,0
2822,3,0,1,5,white,1,MaleFemale,0
2823,2,,4,5,white,1,MaleFemale,0
2824,3,,2,,BIPOC/AI,1,MaleFemale,0
2825,2,0,3,5,white,1,MaleFemale,0
2826,7,0,0,5,white,2,MaleFemale,0
2827,5,,5,5,white,1,MaleFemale,0
2828,5,0,3,3,BIPOC/AI,1,MaleFemale,0
2829,2,,,,BIPOC/AI,1,MaleFemale,0
2830,20,1,8,5,white,2,MaleFemale,0
2831,5,,3,5,white,1,MaleFemale,0
2832,3,0,2,5,white,2,MaleFemale,0
2833,30,0,12,3,BIPOC/AI,2,MaleFemale,0
2834,5,0,1,5,white,2,MaleFemale,0
2835,2,,,5,white,2,MaleFemale,0
2836,30,0,17,5,white,2,MaleFemale,0
2837,4,0,2,5,white,2,MaleFemale,0
2838,4,,2,5,white,1,MaleFemale,0
2839,2,0,3,5,white,2,MaleFemale,0
2840,2,0,1,5,white,2,MaleFemale,0
2841,4,0,3,5,white,2,MaleFemale,0
2842,3,,0,1,BIPOC/AI,2,MaleFemale,0
2843,14,0,10,2,BIPOC/AI,1,MaleFemale,0
2844,2,,2,5,white,2,MaleFemale,0
2845,1,,9,3,BIPOC/AI,2,MaleFemale,0
2846,2,0,2,5,white,1,MaleFemale,0
2847,10,0,3,5,white,2,MaleFemale,0
2848,15,1,4,5,white,2,MaleFemale,0
2849,20,0,,5,white,2,MaleFemale,0
2850,4,1,22,4,BIPOC/AI,1,MaleFemale,0
2851,30,,10,5,white,2,MaleFemale,0
2852,10,,4,5,white,2,MaleFemale,0
2853,20,1,4,5,white,2,MaleFemale,0
2854,3,,,5,white,2,MaleFemale,0
2855,10,,5,5,white,2,MaleFemale,0
2856,30,0,9,5,white,1,MaleFemale,0
2857,1,,3,2,BIPOC/AI,2,MaleFemale,0
2858,10,,8,1,BIPOC/AI,2,MaleFemale,0
2859,3,0,2,5,white,2,MaleFemale,0
2860,2,,2,,BIPOC/AI,2,MaleFemale,0
2861,25,0,2,4,BIPOC/AI,2,MaleFemale,0
2862,3,,3,3,BIPOC/AI,2,MaleFemale,0
2863,25,,4,5,white,2,MaleFemale,0
2864,3,,1,3,BIPOC/AI,1,MaleFemale,0
2865,28,,3,5,white,2,MaleFemale,0
2866,10,0,3,5,white,2,MaleFemale,0
2867,30,0,12,5,white,1,MaleFemale,0
2868,1,,9,5,white,2,MaleFemale,0
2869,2,0,9,3,BIPOC/AI,2,MaleFemale,0
2870,6,0,2,5,white,2,MaleFemale,0
2871,15,,5,5,white,2,MaleFemale,0
2872,20,0,7,4,BIPOC/AI,2,MaleFemale,0
2873,1,,5,5,white,1,MaleFemale,0
